amount,hour_of_day,day_of_week,is_weekend,is_night,merchant_category,is_foreign_country,transaction_count_1h,transaction_count_24h,amount_vs_avg_ratio,is_new_merchant,is_high_risk_category,label
138.06,21,5,1,0,travel,0,1,6,0.82,1,0,0
6.6,20,5,1,0,gas_station,0,1,8,0.78,0,0,0
130.65,8,5,1,0,grocery,0,4,9,1.07,0,0,0
76.58,18,0,0,0,entertainment,0,2,8,1.23,0,0,0
123.1,16,0,0,0,online_shopping,0,1,1,0.54,0,0,0
52.51,9,6,1,0,utilities,0,3,3,0.98,0,0,0
44.98,10,6,1,0,pharmacy,0,1,3,0.77,0,0,0
1256.3,19,4,0,0,utilities,0,2,5,1.44,0,0,0
131.92,16,5,1,0,travel,0,2,2,0.93,0,0,0
262.89,16,3,0,0,utilities,0,2,3,1.03,0,0,0
80.35,20,6,1,0,entertainment,0,1,2,1.9,0,0,0
1397.67,19,0,0,0,gas_station,0,1,5,1.11,0,0,0
42.61,16,5,1,0,travel,0,1,9,1.35,0,0,0
7908.02,2,6,1,1,electronics,1,2,10,8.13,0,1,1
29.24,15,2,0,0,online_shopping,0,1,5,0.88,0,0,0
53.55,9,4,0,0,online_shopping,0,2,4,1.4,0,0,0
142.26,15,1,0,0,pharmacy,0,2,1,1.46,1,0,0
46.35,9,0,0,0,entertainment,0,1,8,1.13,1,0,0
873.61,5,2,0,0,travel,0,2,8,1.2,0,0,0
91.31,8,1,0,0,gas_station,0,2,9,1.09,0,0,0
76.73,16,4,0,0,utilities,0,1,1,1.65,0,0,0
98.74,14,4,0,0,travel,0,2,8,0.81,0,0,0
73.17,12,6,1,0,restaurant,0,1,6,1.26,0,0,0
134.87,20,3,0,0,electronics,1,2,8,1.77,1,0,0
113.63,11,6,1,0,restaurant,0,1,6,1.04,1,0,0
492.12,8,1,0,0,utilities,0,4,2,0.95,0,0,0
399.45,4,0,0,1,pharmacy,0,1,4,1.62,0,0,0
31.18,14,5,1,0,pharmacy,0,1,8,1.96,0,0,0
44.12,11,4,0,0,utilities,0,1,8,1.02,0,0,0
47.7,17,0,0,0,restaurant,0,1,7,1.32,0,0,0
359.51,23,5,1,1,utilities,0,3,2,1.16,0,0,0
144.91,13,4,0,0,electronics,0,1,1,1.68,0,0,0
50.73,8,4,0,0,utilities,0,1,8,0.79,0,0,0
391.08,7,4,0,0,pharmacy,0,2,8,1.07,0,0,0
128.07,13,3,0,0,utilities,0,1,2,0.7,1,0,0
80.85,22,6,1,0,restaurant,0,2,8,1.25,1,0,0
147.88,19,6,1,0,grocery,0,2,9,0.89,1,0,0
485.74,6,6,1,0,online_shopping,0,1,8,1.28,0,0,0
383.77,15,3,0,0,utilities,0,3,9,0.5,0,0,0
114.01,16,0,0,0,entertainment,0,2,3,1.56,0,0,0
74.13,12,0,0,0,grocery,0,2,2,1.77,0,0,0
133.69,18,1,0,0,electronics,0,1,1,1.25,0,0,0
419.55,23,6,1,1,online_shopping,0,2,6,1.85,0,0,0
182.92,20,4,0,0,retail,0,3,1,1.33,0,0,0
1244.15,10,5,1,0,electronics,0,2,4,0.97,0,0,0
28.2,7,2,0,0,pharmacy,0,3,8,1.81,0,0,0
127.09,7,3,0,0,restaurant,0,1,4,1.6,0,0,0
118.02,6,1,0,0,restaurant,1,1,5,1.4,0,0,0
478.55,13,1,0,0,retail,0,1,6,1.25,0,0,0
8.71,21,1,0,0,gas_station,0,1,4,1.23,0,0,0
3.56,17,5,1,0,pawn_shop,1,22,30,0.04,1,1,1
120.48,11,0,0,0,utilities,0,2,3,1.36,0,0,0
99.49,8,1,0,0,travel,0,1,5,0.73,0,0,0
260.6,9,4,0,0,travel,0,1,2,1.0,0,0,0
22.8,7,5,1,0,gas_station,0,3,9,0.7,1,0,0
37.79,14,1,0,0,entertainment,0,1,9,0.98,0,0,0
87.63,21,6,1,0,utilities,0,1,6,1.1,0,0,0
146.25,14,2,0,0,entertainment,0,1,9,1.59,1,0,0
458.84,13,5,1,0,electronics,0,2,7,0.77,0,0,0
138.31,10,2,0,0,grocery,0,1,9,0.89,0,0,0
7544.33,2,5,1,1,electronics,1,3,5,16.79,0,1,1
115.6,18,4,0,0,entertainment,0,1,3,1.43,1,0,0
173.78,10,5,1,0,grocery,0,3,5,1.0,0,0,0
23.31,13,0,0,0,utilities,0,1,7,1.53,1,0,0
5441.73,1,6,1,1,crypto,1,3,11,23.98,1,1,1
114.49,18,3,0,0,pharmacy,0,1,3,1.88,0,0,0
498.02,9,1,0,0,electronics,0,1,9,1.62,1,0,0
68.33,22,5,1,0,electronics,0,3,8,0.53,0,0,0
64.06,14,3,0,0,entertainment,1,1,3,1.32,0,0,0
479.56,9,2,0,0,online_shopping,0,1,9,1.1,0,0,0
51.38,2,0,0,1,electronics,0,1,7,0.7,0,0,0
98.28,8,1,0,0,entertainment,0,1,6,1.62,1,0,0
46.38,11,4,0,0,grocery,0,1,6,1.31,0,0,0
149.45,14,2,0,0,utilities,0,3,4,1.41,0,0,0
328.2,11,1,0,0,travel,0,3,9,0.95,0,0,0
129.21,14,5,1,0,entertainment,0,1,6,0.81,0,0,0
348.1,18,2,0,0,restaurant,0,2,5,0.83,0,0,0
341.91,19,2,0,0,pharmacy,0,1,9,1.24,0,0,0
9345.02,9,6,1,0,crypto,1,1,9,30.64,1,1,1
4707.55,22,2,0,1,crypto,1,2,10,16.18,1,1,1
19.71,11,2,0,0,grocery,0,1,4,1.47,0,0,0
107.15,18,0,0,0,gas_station,0,3,5,0.94,0,0,0
51.6,13,5,1,0,travel,1,2,2,1.57,0,0,0
199.95,18,1,0,0,online_shopping,1,2,9,1.08,0,0,0
53.69,0,0,0,1,utilities,0,3,4,1.33,0,0,0
1161.3,5,4,0,0,restaurant,0,4,6,1.62,0,0,0
384.78,7,2,0,0,entertainment,0,1,1,1.64,0,0,0
418.4,16,4,0,0,retail,0,1,2,0.98,0,0,0
63.55,18,1,0,0,travel,0,2,4,1.08,0,0,0
238.22,14,3,0,0,pharmacy,0,1,3,0.7,0,0,0
13.3,10,4,0,0,grocery,0,1,2,1.12,0,0,0
80.96,9,5,1,0,entertainment,0,1,7,1.54,1,0,0
133.41,10,3,0,0,retail,0,3,2,1.68,1,0,0
134.68,9,2,0,0,retail,0,1,1,1.12,0,0,0
325.92,1,6,1,1,gas_station,1,2,5,1.93,0,0,0
267.4,16,2,0,0,gas_station,0,1,2,0.65,0,0,0
86.74,16,2,0,0,grocery,0,1,4,1.88,0,0,0
287.0,10,6,1,0,retail,0,1,1,0.87,0,0,0
57.84,12,1,0,0,online_shopping,0,1,1,0.66,0,0,0
466.56,13,6,1,0,utilities,0,1,7,0.52,0,0,0
84.52,14,0,0,0,grocery,0,1,6,1.64,1,0,0
400.75,18,1,0,0,utilities,0,1,7,1.18,1,0,0
77.88,20,5,1,0,retail,0,2,6,1.47,0,0,0
60.95,9,2,0,0,online_shopping,0,2,5,0.91,0,0,0
96.94,18,1,0,0,restaurant,0,1,3,1.23,0,0,0
482.05,12,1,0,0,crypto,1,45,49,4.01,0,0,1
910.63,16,1,0,0,online_shopping,0,2,6,0.84,1,0,0
10.95,16,6,1,0,online_shopping,0,1,7,1.04,0,0,0
428.43,14,0,0,0,pharmacy,0,2,2,2.0,1,0,0
5.67,8,6,1,0,electronics,0,2,8,1.63,1,0,0
322.81,15,5,1,0,electronics,0,4,3,1.93,0,0,0
90.53,18,3,0,0,utilities,0,3,5,0.79,0,0,0
71.62,14,4,0,0,travel,0,1,7,0.56,0,0,0
1066.82,15,4,0,0,online_shopping,0,1,5,1.3,0,0,0
259.77,12,0,0,0,online_shopping,0,1,6,1.56,0,0,0
476.83,8,2,0,0,gas_station,0,1,2,1.67,0,0,0
949.78,9,3,0,0,pharmacy,0,1,4,1.95,0,0,0
1238.43,9,5,1,0,online_shopping,0,1,6,1.55,0,0,0
6327.02,22,5,1,1,crypto,1,2,5,13.81,1,1,1
332.19,9,1,0,0,electronics,0,4,6,1.21,0,0,0
13.91,11,0,0,0,pharmacy,0,2,5,1.59,1,0,0
49.88,7,2,0,0,pharmacy,0,2,4,1.77,0,0,0
2581.13,2,3,0,1,crypto,1,1,7,5.07,1,1,1
114.79,19,6,1,0,online_shopping,0,4,7,0.92,0,0,0
117.9,14,4,0,0,online_shopping,0,1,9,1.79,0,0,0
92.26,10,6,1,0,gas_station,0,1,9,1.05,0,0,0
347.52,1,5,1,1,entertainment,0,1,1,0.72,0,0,0
945.79,6,0,0,0,electronics,0,3,9,0.6,0,0,0
180.46,18,3,0,0,gas_station,0,3,4,0.96,0,0,0
37.95,18,1,0,0,electronics,0,1,8,1.73,1,0,0
66.18,7,5,1,0,retail,0,1,2,1.23,0,0,0
30.01,13,1,0,0,pharmacy,0,3,2,0.83,0,0,0
354.96,18,6,1,0,restaurant,0,2,1,0.96,0,0,0
81.22,12,3,0,0,retail,0,3,2,0.99,0,0,0
104.29,16,4,0,0,online_shopping,0,2,9,0.86,0,0,0
499.99,9,3,0,0,pharmacy,0,2,6,1.76,0,0,0
1203.94,12,2,0,0,utilities,0,3,1,1.45,0,0,0
473.22,7,5,1,0,entertainment,1,2,4,1.75,1,0,0
47.01,14,0,0,0,travel,0,2,5,1.15,1,0,0
30.09,20,5,1,0,online_shopping,0,3,4,1.4,0,0,0
327.64,16,5,1,0,pharmacy,0,1,4,1.67,0,0,0
84.02,8,1,0,0,entertainment,0,1,6,0.63,0,0,0
79.82,13,4,0,0,grocery,0,3,7,1.74,0,0,0
5667.73,3,6,1,1,crypto,1,3,9,11.63,0,1,1
231.48,2,6,1,1,pharmacy,0,3,8,0.68,0,0,0
23.29,21,2,0,0,gas_station,0,1,5,1.28,0,0,0
115.2,20,6,1,0,travel,0,1,3,1.83,0,0,0
13.51,15,4,0,0,grocery,0,1,5,1.14,1,0,0
94.85,7,3,0,0,gas_station,0,1,5,0.57,0,0,0
55.82,13,3,0,0,retail,0,1,4,0.52,0,0,0
38.93,17,0,0,0,restaurant,1,1,5,1.57,1,0,0
140.65,14,0,0,0,pharmacy,0,3,6,1.4,0,0,0
299.72,9,6,1,0,utilities,0,1,6,1.97,0,0,0
55.46,12,4,0,0,gas_station,0,2,2,1.06,0,0,0
1472.49,14,6,1,0,gas_station,0,2,4,1.92,0,0,0
291.23,12,5,1,0,electronics,0,1,8,0.91,1,0,0
13.98,19,4,0,0,grocery,0,2,4,0.67,0,0,0
86.91,14,0,0,0,electronics,0,1,4,0.99,0,0,0
346.71,14,1,0,0,retail,0,1,8,0.78,0,0,0
380.76,11,6,1,0,online_shopping,0,3,5,1.55,1,0,0
122.62,12,3,0,0,electronics,0,1,9,1.41,0,0,0
1298.98,14,4,0,0,retail,0,1,2,1.3,0,0,0
347.39,21,6,1,0,electronics,0,1,5,1.19,1,0,0
448.64,23,1,0,1,entertainment,0,2,4,1.02,1,0,0
100.57,18,3,0,0,travel,0,4,9,0.83,0,0,0
304.0,16,2,0,0,pharmacy,0,3,5,0.52,0,0,0
231.3,9,2,0,0,electronics,0,2,5,0.84,0,0,0
375.48,12,4,0,0,retail,0,2,2,0.89,0,0,0
139.3,10,1,0,0,utilities,0,1,5,1.39,0,0,0
1019.92,16,1,0,0,gas_station,0,2,9,1.47,1,0,0
36.5,16,6,1,0,entertainment,1,2,4,0.77,0,0,0
128.72,15,2,0,0,entertainment,0,1,5,1.85,0,0,0
0.73,18,4,0,0,gambling,0,35,38,0.06,1,1,1
271.36,16,1,0,0,grocery,0,1,4,1.09,0,0,0
21.66,11,3,0,0,gas_station,0,1,8,0.54,1,0,0
496.36,17,2,0,0,restaurant,0,1,1,1.83,0,0,0
197.69,13,5,1,0,electronics,0,3,4,0.8,0,0,0
89.57,16,6,1,0,travel,0,3,6,1.47,0,0,0
38.66,16,3,0,0,retail,0,4,5,1.19,0,0,0
148.11,17,4,0,0,entertainment,0,2,6,1.5,0,0,0
147.9,15,3,0,0,electronics,0,1,8,0.77,0,0,0
119.77,5,0,0,0,grocery,0,2,6,1.52,0,0,0
50.76,10,2,0,0,pharmacy,0,3,5,1.97,0,0,0
1256.73,2,3,0,1,online_shopping,0,2,4,0.8,0,0,0
124.1,16,1,0,0,travel,0,4,6,0.66,1,0,0
251.25,9,6,1,0,electronics,0,1,1,1.03,0,0,0
1410.21,16,0,0,0,travel,0,1,5,0.52,0,0,0
19.06,17,6,1,0,utilities,0,4,7,1.63,0,0,0
156.04,14,1,0,0,electronics,0,2,3,0.95,0,0,0
109.56,8,1,0,0,pharmacy,0,1,6,0.55,0,0,0
577.73,15,3,0,0,online_shopping,1,1,5,1.72,0,0,0
167.2,12,0,0,0,travel,0,2,1,1.62,0,0,0
98.37,23,3,0,1,utilities,0,1,5,1.1,0,0,0
153.02,8,4,0,0,restaurant,0,1,4,0.74,0,0,0
19.76,19,4,0,0,utilities,0,1,8,0.92,0,0,0
31.26,16,1,0,0,retail,0,2,1,1.58,0,0,0
64.72,9,0,0,0,pharmacy,0,3,1,0.6,0,0,0
137.22,7,2,0,0,gas_station,0,4,5,1.03,0,0,0
98.57,6,0,0,0,restaurant,0,3,5,1.24,0,0,0
253.18,14,3,0,0,travel,0,1,9,0.87,0,0,0
14.91,6,2,0,0,gas_station,0,1,2,1.56,0,0,0
11.56,19,3,0,0,restaurant,0,1,1,0.96,0,0,0
94.95,6,1,0,0,online_shopping,0,1,8,0.71,0,0,0
52.26,11,3,0,0,pharmacy,0,3,3,1.58,0,0,0
2105.46,2,5,1,1,crypto,1,2,3,12.75,0,1,1
337.82,22,0,0,0,travel,0,2,5,1.99,1,0,0
93.41,5,6,1,0,restaurant,0,1,5,1.98,1,0,0
141.64,19,1,0,0,restaurant,0,4,8,0.86,0,0,0
124.61,7,3,0,0,retail,0,1,7,0.93,0,0,0
35.61,9,1,0,0,pharmacy,0,1,4,0.74,0,0,0
343.16,15,4,0,0,entertainment,0,2,2,0.6,0,0,0
110.44,20,0,0,0,travel,0,1,9,0.51,0,0,0
50.79,16,2,0,0,pharmacy,0,1,2,1.46,0,0,0
498.38,15,0,0,0,travel,0,1,5,1.28,0,0,0
55.69,23,2,0,1,gas_station,0,3,8,1.61,0,0,0
89.41,13,0,0,0,restaurant,0,1,3,1.95,0,0,0
90.41,15,3,0,0,pharmacy,0,1,8,1.86,0,0,0
26.63,7,5,1,0,online_shopping,0,2,1,0.77,0,0,0
405.65,14,3,0,0,pharmacy,0,3,4,0.72,0,0,0
16.46,23,0,0,1,gas_station,0,2,4,1.46,0,0,0
82.2,9,3,0,0,gas_station,0,3,5,1.01,0,0,0
423.29,17,2,0,0,pharmacy,0,1,9,1.67,0,0,0
96.52,9,5,1,0,gas_station,0,1,3,1.97,0,0,0
243.04,19,5,1,0,travel,0,2,4,1.38,0,0,0
67.99,12,4,0,0,online_shopping,0,2,3,1.12,1,0,0
125.69,8,2,0,0,electronics,0,1,9,0.67,1,0,0
92.54,16,5,1,0,online_shopping,0,1,4,1.46,0,0,0
97.81,5,3,0,0,travel,0,2,2,1.07,0,0,0
480.82,18,1,0,0,grocery,0,4,4,1.27,0,0,0
53.19,16,1,0,0,retail,0,1,5,1.83,0,0,0
1359.9,16,1,0,0,travel,0,3,3,1.93,0,0,0
65.74,14,3,0,0,entertainment,0,1,3,1.07,0,0,0
161.3,8,4,0,0,utilities,0,1,4,1.26,0,0,0
110.6,16,5,1,0,pharmacy,0,2,1,1.32,0,0,0
133.99,10,6,1,0,online_shopping,0,1,9,0.53,0,0,0
68.19,14,1,0,0,grocery,0,2,8,1.79,0,0,0
74.98,10,2,0,0,retail,0,2,7,0.64,0,0,0
88.58,7,0,0,0,online_shopping,0,1,4,0.84,0,0,0
1244.95,12,6,1,0,pharmacy,0,1,2,1.35,1,0,0
303.22,20,0,0,0,pharmacy,0,1,3,0.79,0,0,0
83.65,16,0,0,0,utilities,0,3,5,1.87,0,0,0
111.9,21,4,0,0,restaurant,0,1,6,1.31,0,0,0
484.47,6,1,0,0,electronics,0,2,5,1.84,0,0,0
29.42,19,2,0,0,restaurant,1,1,5,1.5,0,0,0
445.02,20,0,0,0,utilities,0,3,5,1.43,0,0,0
176.07,9,1,0,0,electronics,0,3,3,1.71,0,0,0
92.01,15,4,0,0,travel,0,2,8,1.72,0,0,0
1111.25,14,4,0,0,grocery,0,2,2,1.29,0,0,0
68.53,14,4,0,0,grocery,0,2,3,1.0,0,0,0
75.61,20,2,0,0,travel,0,1,3,1.05,0,0,0
1443.24,11,5,1,0,online_shopping,0,1,4,0.73,0,0,0
8.12,11,2,0,0,entertainment,1,2,5,1.48,1,0,0
63.61,8,5,1,0,electronics,0,1,3,1.41,1,0,0
8.62,20,6,1,0,online_shopping,0,1,7,0.84,0,0,0
284.35,14,5,1,0,grocery,0,2,7,1.45,0,0,0
359.8,13,1,0,0,gas_station,0,2,4,0.97,0,0,0
43.47,16,4,0,0,online_shopping,0,1,9,1.39,0,0,0
33.82,10,4,0,0,grocery,0,2,3,1.52,0,0,0
76.76,19,5,1,0,online_shopping,0,1,6,1.2,0,0,0
297.23,5,0,0,0,utilities,0,1,7,1.12,0,0,0
6.25,8,4,0,0,gas_station,0,1,4,1.6,0,0,0
6.73,17,5,1,0,online_shopping,1,1,9,1.09,0,0,0
528.59,2,4,0,1,gas_station,0,3,7,0.73,1,0,0
230.19,7,4,0,0,online_shopping,0,2,1,1.63,0,0,0
491.27,21,2,0,0,electronics,0,2,3,1.76,0,0,0
85.37,10,4,0,0,restaurant,0,2,2,1.16,1,0,0
66.89,22,5,1,0,travel,0,2,4,1.68,0,0,0
14401.09,13,4,0,0,crypto,0,1,6,31.47,0,1,1
142.48,7,0,0,0,restaurant,0,2,8,1.33,0,0,0
92.02,21,3,0,0,electronics,0,1,9,1.72,1,0,0
67.02,5,3,0,0,restaurant,1,1,2,0.54,0,0,0
87.33,8,3,0,0,entertainment,0,3,1,1.74,0,0,0
266.97,14,1,0,0,electronics,0,1,3,1.7,0,0,0
1223.82,5,5,1,0,restaurant,0,2,9,0.9,0,0,0
37.36,15,5,1,0,online_shopping,0,1,5,0.55,0,0,0
13.79,15,0,0,0,retail,0,1,8,1.74,0,0,0
625.94,13,4,0,0,retail,0,1,6,1.14,1,0,0
15.5,12,0,0,0,travel,0,4,9,0.61,0,0,0
75.84,19,2,0,0,restaurant,0,2,1,1.28,0,0,0
1274.53,23,1,0,1,wire_transfer,1,7,16,7.62,0,1,1
55.55,5,3,0,0,travel,0,4,8,1.9,0,0,0
1166.54,3,3,0,1,electronics,1,1,1,4.4,1,0,1
272.29,16,5,1,0,travel,0,1,3,1.18,0,0,0
348.46,16,0,0,0,travel,0,1,3,1.1,1,0,0
66.49,16,3,0,0,gas_station,0,2,3,1.61,0,0,0
735.45,10,3,0,0,grocery,0,1,3,0.72,1,0,0
93.41,20,6,1,0,online_shopping,0,1,8,1.61,0,0,0
148.38,2,2,0,1,travel,0,2,8,1.8,0,0,0
461.26,10,1,0,0,restaurant,0,2,6,0.91,0,0,0
127.06,23,4,0,1,gas_station,0,1,2,0.63,1,0,0
354.93,9,6,1,0,grocery,0,2,3,1.23,1,0,0
45.39,20,4,0,0,grocery,1,4,5,1.76,0,0,0
111.55,15,0,0,0,gas_station,0,4,3,0.57,0,0,0
23.67,10,2,0,0,restaurant,0,2,3,1.53,0,0,0
76.45,5,0,0,0,gas_station,0,2,9,0.92,0,0,0
182.88,13,2,0,0,utilities,0,2,4,1.59,0,0,0
146.99,17,1,0,0,restaurant,0,1,5,1.21,1,0,0
385.17,11,6,1,0,gas_station,0,2,8,1.52,1,0,0
96.94,15,4,0,0,grocery,0,2,2,0.83,0,0,0
12.3,17,0,0,0,pharmacy,0,1,9,1.2,0,0,0
255.56,16,2,0,0,utilities,0,1,3,1.11,0,0,0
188.91,10,6,1,0,travel,0,2,3,0.68,0,0,0
3036.74,23,2,0,1,crypto,1,3,5,23.82,1,1,1
188.53,9,3,0,0,restaurant,0,2,4,1.14,0,0,0
37.25,13,3,0,0,pharmacy,0,1,2,1.5,0,0,0
3177.07,3,3,0,1,crypto,0,4,6,6.77,0,1,1
96.2,16,1,0,0,travel,0,2,2,1.83,1,0,0
60.41,3,3,0,1,pharmacy,0,1,8,0.68,0,0,0
11890.39,15,4,0,0,gambling,0,1,8,17.37,0,1,1
145.8,11,5,1,0,pharmacy,0,2,1,1.45,1,0,0
124.09,13,3,0,0,restaurant,0,3,4,0.77,0,0,0
1352.18,15,5,1,0,electronics,0,1,5,1.05,0,0,0
224.51,10,2,0,0,online_shopping,0,1,2,1.67,1,0,0
1230.66,20,2,0,0,electronics,0,1,6,1.17,0,0,0
2.22,16,0,0,0,wire_transfer,0,36,39,0.03,1,1,1
53.13,20,3,0,0,grocery,0,2,8,1.22,0,0,0
288.08,19,6,1,0,entertainment,0,4,6,1.27,0,0,0
82.25,18,6,1,0,restaurant,0,2,6,1.38,0,0,0
399.94,10,3,0,0,utilities,0,1,5,1.05,1,0,0
82.94,15,4,0,0,utilities,0,1,4,0.66,0,0,0
216.5,12,6,1,0,utilities,0,2,8,1.78,0,0,0
381.14,14,4,0,0,retail,0,1,1,0.53,0,0,0
125.77,13,1,0,0,utilities,0,3,2,0.87,0,0,0
484.2,2,6,1,1,travel,0,2,4,0.72,0,0,0
111.95,13,2,0,0,utilities,0,2,3,1.41,0,0,0
75.32,3,5,1,1,pharmacy,0,1,2,1.49,0,0,0
207.01,17,0,0,0,online_shopping,0,2,5,1.82,0,0,0
1463.49,17,6,1,0,restaurant,0,1,5,1.66,1,0,0
93.49,21,4,0,0,online_shopping,0,1,7,0.9,0,0,0
227.51,13,3,0,0,utilities,0,1,6,1.29,0,0,0
55.38,8,0,0,0,online_shopping,0,2,3,1.57,0,0,0
82.9,9,3,0,0,travel,0,2,9,1.85,0,0,0
129.92,11,5,1,0,grocery,0,1,4,1.63,0,0,0
92.63,5,5,1,0,restaurant,1,1,8,0.56,0,0,0
249.7,8,1,0,0,restaurant,0,1,6,1.87,0,0,0
122.55,8,5,1,0,restaurant,0,1,1,0.86,0,0,0
68.33,21,5,1,0,grocery,1,1,4,0.76,0,0,0
270.77,12,3,0,0,electronics,0,3,4,0.95,0,0,0
13.22,9,3,0,0,restaurant,0,1,4,1.38,0,0,0
97.04,2,4,0,1,crypto,0,22,31,1.23,0,0,1
473.8,14,1,0,0,retail,0,3,3,0.64,1,0,0
102.47,10,0,0,0,pharmacy,0,1,8,0.86,0,0,0
86.58,7,2,0,0,retail,0,1,6,0.98,1,0,0
364.37,9,0,0,0,restaurant,0,1,9,1.29,0,0,0
667.97,9,0,0,0,grocery,0,4,8,1.65,1,0,0
2903.2,4,0,0,1,gambling,0,1,6,9.97,1,1,1
105.65,19,2,0,0,entertainment,0,1,4,1.9,0,0,0
72.14,5,6,1,0,travel,0,4,6,1.82,0,0,0
305.46,14,5,1,0,gas_station,0,1,3,1.43,0,0,0
2.75,8,6,1,0,pawn_shop,0,34,36,0.05,1,1,1
439.92,14,5,1,0,pharmacy,1,1,8,0.68,0,0,0
515.45,20,4,0,0,electronics,0,1,8,0.87,0,0,0
97.0,0,1,0,1,entertainment,0,2,7,1.87,1,0,0
484.97,14,1,0,0,electronics,0,1,1,1.6,0,0,0
74.82,18,3,0,0,entertainment,0,1,8,0.75,1,0,0
121.09,12,2,0,0,online_shopping,0,1,1,0.77,1,0,0
28.79,8,2,0,0,pharmacy,0,1,6,1.74,1,0,0
573.7,16,3,0,0,online_shopping,0,1,7,1.7,0,0,0
410.04,11,0,0,0,restaurant,0,1,2,1.8,0,0,0
229.73,9,3,0,0,online_shopping,0,1,5,0.79,0,0,0
13188.89,15,5,1,0,wire_transfer,1,1,10,42.33,0,1,1
342.34,20,6,1,0,restaurant,0,2,1,0.65,1,0,0
35.85,12,5,1,0,electronics,0,1,7,1.69,0,0,0
87.64,20,0,0,0,pharmacy,0,3,4,0.78,0,0,0
35.43,23,5,1,1,utilities,0,2,2,1.52,0,0,0
5.18,16,0,0,0,pharmacy,0,2,2,1.84,0,0,0
1423.36,5,5,1,0,pharmacy,0,2,1,1.52,1,0,0
199.3,9,5,1,0,utilities,0,1,2,1.07,0,0,0
98.85,16,4,0,0,grocery,0,1,5,1.0,0,0,0
159.75,20,0,0,0,retail,0,2,3,1.32,0,0,0
127.74,0,5,1,1,electronics,0,2,7,1.16,0,0,0
32.83,17,0,0,0,pharmacy,0,1,8,1.52,0,0,0
46.75,7,4,0,0,electronics,0,1,2,0.64,1,0,0
88.73,6,2,0,0,grocery,0,2,8,1.42,0,0,0
29.18,2,0,0,1,utilities,0,1,3,1.33,0,0,0
2754.82,1,0,0,1,wire_transfer,1,4,5,6.25,0,1,1
274.22,10,4,0,0,pharmacy,1,1,7,0.81,0,0,0
53.68,14,3,0,0,grocery,0,2,1,1.68,0,0,0
397.3,15,0,0,0,entertainment,0,1,6,1.44,0,0,0
90.46,12,5,1,0,retail,0,1,3,0.63,0,0,0
12.0,13,3,0,0,electronics,0,3,5,1.58,0,0,0
71.46,9,1,0,0,pharmacy,0,1,7,1.74,0,0,0
301.2,16,3,0,0,gas_station,0,1,8,0.65,0,0,0
1453.1,10,0,0,0,electronics,0,2,9,1.75,0,0,0
34.33,7,1,0,0,gas_station,0,1,4,1.21,1,0,0
153.75,7,6,1,0,pharmacy,0,1,3,1.22,0,0,0
74.72,1,1,0,1,electronics,0,1,5,1.03,0,0,0
212.17,9,4,0,0,pharmacy,0,4,6,1.97,0,0,0
51.16,11,2,0,0,grocery,0,1,1,1.84,0,0,0
212.53,13,4,0,0,pharmacy,0,1,2,0.96,0,0,0
139.52,13,6,1,0,online_shopping,0,3,4,0.67,0,0,0
48.95,5,2,0,0,electronics,0,1,4,0.92,0,0,0
363.26,18,1,0,0,restaurant,0,2,2,1.36,0,0,0
15.97,6,3,0,0,pharmacy,0,2,1,1.55,0,0,0
37.46,22,4,0,0,online_shopping,0,1,9,1.03,0,0,0
844.08,9,4,0,0,gas_station,0,1,4,1.83,0,0,0
494.93,15,6,1,0,unknown,1,35,39,4.01,1,0,1
83.8,13,6,1,0,online_shopping,0,1,4,2.0,0,0,0
108.69,13,0,0,0,online_shopping,0,2,8,1.81,1,0,0
3638.35,23,5,1,1,wire_transfer,1,3,4,20.84,1,1,1
387.13,15,5,1,0,travel,0,3,3,1.29,0,0,0
88.47,13,5,1,0,electronics,0,1,1,1.5,1,0,0
54.01,14,2,0,0,electronics,0,2,4,0.95,0,0,0
496.11,10,2,0,0,grocery,0,1,2,0.83,1,0,0
53.91,7,4,0,0,grocery,0,2,7,0.78,0,0,0
411.98,15,1,0,0,entertainment,0,2,3,1.79,0,0,0
117.87,19,0,0,0,grocery,0,2,8,1.44,1,0,0
54.18,10,3,0,0,grocery,1,3,4,1.77,1,0,0
113.42,10,1,0,0,grocery,0,1,2,0.87,1,0,0
1074.51,2,3,0,1,travel,0,1,3,1.94,0,0,0
149.93,5,5,1,0,gas_station,1,3,7,0.59,1,0,0
2913.55,4,4,0,1,crypto,0,3,7,5.87,0,1,1
292.93,19,3,0,0,retail,0,1,4,1.42,0,0,0
447.36,11,4,0,0,retail,0,1,4,0.74,0,0,0
482.43,7,3,0,0,restaurant,0,3,5,0.54,0,0,0
120.55,14,2,0,0,pharmacy,0,2,4,1.58,0,0,0
447.03,14,6,1,0,restaurant,0,1,6,1.2,0,0,0
44.68,10,0,0,0,utilities,0,1,8,1.05,0,0,0
18.32,21,2,0,0,electronics,0,2,7,1.89,0,0,0
166.86,0,4,0,1,travel,0,2,7,1.27,0,0,0
60.27,14,4,0,0,gas_station,0,1,4,0.64,0,0,0
49.84,10,5,1,0,pharmacy,0,3,8,1.93,0,0,0
1350.41,10,0,0,0,electronics,0,1,1,1.1,0,0,0
853.55,20,4,0,0,pharmacy,0,1,4,1.51,0,0,0
304.06,1,0,0,1,pharmacy,0,3,2,1.21,1,0,0
